pl_name,pl_discmethod,pl_orbper,pl_radj,pl_bmassj,pl_dens
WASP-67 b,Transit,4.61442000,1.150,0.43000,
WASP-68 b,Transit,5.08430000,1.320,1.08000,
WASP-69 b,Transit,3.86814000,1.110,0.29000,
WASP-70 A b,Transit,3.71302030,1.164,0.59000,0.49900
WASP-71 b,Transit,2.90367000,1.180,1.39000,
WASP-72 b,Transit,2.21673000,1.290,2.30000,
WASP-73 b,Transit,4.08722000,1.420,2.86000,
WASP-75 b,Transit,2.48419300,1.270,1.07000,0.69000
WASP-77 A b,Transit,1.36003000,1.380,2.29000,
WASP-78 b,Transit,2.17518000,1.930,1.11000,
WASP-79 b,Transit,3.66238000,1.670,0.85000,
Kepler-269 b,Transit,5.32671800,0.220,,
Kepler-269 c,Transit,8.12789900,0.151,,
Kepler-270 b,Transit,11.47609400,0.179,,
Kepler-270 c,Transit,25.26288700,0.158,,
Kepler-271 b,Transit,10.43547805,0.110,,
Kepler-271 c,Transit,7.41086267,0.085,,
Kepler-272 b,Transit,2.97135300,0.128,,
Kepler-272 c,Transit,6.05734200,0.160,,
Kepler-272 d,Transit,10.93730400,0.201,,
Kepler-273 b,Transit,2.93653200,0.134,,
Kepler-273 c,Transit,8.01492700,0.177,,
Kepler-274 b,Transit,11.63478800,0.137,,
Kepler-274 c,Transit,33.19786100,0.164,,
Kepler-275 b,Transit,10.30068200,0.209,,
Kepler-275 c,Transit,16.08813400,0.302,,
Kepler-275 d,Transit,35.67606200,0.297,,
Kepler-276 b,Transit,14.12841000,0.256,,
Kepler-276 c,Transit,31.88400000,0.259,0.05200,
Kepler-339 b,Transit,4.97765600,0.127,,
Kepler-339 c,Transit,6.98805500,0.103,,
Kepler-339 d,Transit,10.55834500,0.104,,
Kepler-340 b,Transit,14.84438700,0.226,,
Kepler-340 c,Transit,22.82466900,0.301,,
Kepler-341 b,Transit,5.19552800,0.105,,
Kepler-341 c,Transit,8.01041000,0.152,,
Kepler-341 d,Transit,27.66631300,0.165,,
Kepler-341 e,Transit,42.47326900,0.178,,
Kepler-342 b,Transit,15.17031800,0.201,,
Kepler-342 c,Transit,26.23413800,0.175,,
Kepler-342 d,Transit,39.45935700,0.222,,
Kepler-343 b,Transit,8.96855000,0.215,,
Kepler-343 c,Transit,23.22182000,0.180,,
Kepler-344 b,Transit,21.96394500,0.233,,
Kepler-344 c,Transit,125.59680900,0.263,,
Kepler-345 b,Transit,7.41556300,0.066,,
Kepler-423 b,Transit,2.68432850,1.192,0.59500,0.45900
Kepler-424 b,Transit,3.31186440,0.890,1.03000,1.94000
Kepler-424 c,Radial Velocity,223.30000000,,6.97000,
Kepler-425 b,Transit,3.79701816,0.978,0.25000,0.27000
Kepler-426 b,Transit,3.21751883,1.090,0.34000,0.26000
Kepler-427 b,Transit,10.29099400,1.230,0.29000,0.16000
Kepler-428 b,Transit,3.52563254,1.080,1.27000,1.02000
KIC 10001893 b,Orbital Brightness Modulation,0.21970000,,,
KIC 10001893 c,Orbital Brightness Modulation,0.32528000,,,
KIC 10001893 d,Orbital Brightness Modulation,0.81161000,,,
Kepler-430 b,Transit,35.96800000,0.290,,
Kepler-430 c,Transit,110.97900000,0.160,,
Kepler-431 b,Transit,6.80300000,0.068,,
Kepler-431 c,Transit,8.70300000,0.060,,
Kepler-431 d,Transit,11.92200000,0.100,,
Kepler-432 b,Transit,52.50112900,1.145,5.41000,4.46000
Kepler-432 c,Radial Velocity,406.20000000,,2.43000,
Kepler-433 b,Transit,5.33408384,1.450,2.82000,1.13000
WASP-80 b,Transit,3.06785234,0.999,0.53800,0.71700
WASP-82 b,Transit,2.70579000,1.620,1.17000,
WASP-84 b,Transit,8.52348650,0.942,0.69400,1.10400
WASP-88 b,Transit,4.95400000,1.460,0.42000,
WASP-94 A b,Transit,3.95019000,1.580,0.50000,
WASP-94 B b,Radial Velocity,2.00839000,,0.61800,
WASP-95 b,Transit,2.18467000,1.230,1.44000,
WASP-96 b,Transit,3.42526020,1.200,0.48000,0.37000
WASP-97 b,Transit,2.07276000,1.140,1.36000,
WASP-98 b,Transit,2.96264036,1.144,0.92200,0.76400
WASP-99 b,Transit,5.75251000,1.020,2.43000,
WASP-100 b,Transit,2.84938000,1.330,1.26000,
WASP-101 b,Transit,3.58572000,1.430,0.51000,
WASP-103 b,Transit,0.92554200,1.528,1.49000,0.55000
WASP-104 b,Transit,1.75541370,1.137,1.27200,1.07400
WASP-106 b,Transit,9.28971000,1.020,1.62000,
WASP-117 b,Transit,10.02165000,1.060,0.30000,
WD 0806-661 b,Imaging,,,7.50000,
WTS-1 b,Transit,3.35205700,1.490,4.01000,1.61000
Kepler-276 d,Transit,48.64800000,0.250,0.05100,
Kepler-277 b,Transit,17.32400000,0.261,0.27500,
Kepler-277 c,Transit,33.00600000,0.300,0.20200,
Kepler-278 b,Transit,30.16054600,0.363,,
Kepler-278 c,Transit,51.07877500,0.320,,
Kepler-279 b,Transit,12.30968100,0.323,,
Kepler-279 c,Transit,35.73600000,0.384,0.15500,
Kepler-279 d,Transit,54.41400000,0.277,0.11800,
Kepler-280 b,Transit,2.13954200,0.129,,
Kepler-280 c,Transit,4.80709100,0.179,,
Kepler-281 b,Transit,14.64600800,0.252,,
Kepler-281 c,Transit,36.33737300,0.474,,
Kepler-282 b,Transit,9.22052400,0.090,,
Kepler-282 c,Transit,13.63872300,0.107,,
Kepler-282 d,Transit,24.80600000,0.219,0.19200,
Kepler-282 e,Transit,44.34700000,0.277,0.17700,
Kepler-283 b,Transit,11.00815100,0.190,,
Kepler-283 c,Transit,92.74371100,0.162,,
Kepler-284 b,Transit,12.69914900,0.200,,
Kepler-345 c,Transit,9.38742700,0.107,,
Kepler-346 b,Transit,6.51112700,0.237,,
Kepler-346 c,Transit,23.85154900,0.274,,
Kepler-347 b,Transit,12.79836000,0.176,,
Kepler-347 c,Transit,27.32087100,0.156,,
Kepler-348 b,Transit,7.05677000,0.136,,
Kepler-348 c,Transit,17.26542700,0.119,,
Kepler-349 b,Transit,5.92977800,0.170,,
Kepler-349 c,Transit,12.24762900,0.175,,
Kepler-350 b,Transit,11.18956200,0.165,,
Kepler-350 c,Transit,17.84900000,0.277,0.01900,
Kepler-350 d,Transit,26.13600000,0.250,0.04700,
Kepler-351 b,Transit,37.05491900,0.273,,
Kepler-351 c,Transit,57.24809000,0.285,,
Kepler-352 b,Transit,10.05537000,0.077,,
Kepler-352 c,Transit,16.33299500,0.111,,
Kepler-353 b,Transit,5.79527800,0.079,,
Kepler-434 b,Transit,12.87470990,1.130,2.86000,2.40000
Kepler-435 b,Transit,8.60015360,1.990,0.84000,0.13100
Kepler-436 b,Transit,64.00205000,0.240,,
Kepler-437 b,Transit,66.65062000,0.190,,
Kepler-438 b,Transit,35.23319000,0.100,,
Kepler-439 b,Transit,178.13960000,0.200,,
Kepler-440 b,Transit,101.11141000,0.170,,
Kepler-441 b,Transit,207.24820000,0.150,,
Kepler-442 b,Transit,112.30530000,0.120,,
Kepler-443 b,Transit,177.66930000,0.210,,
Kepler-444 b,Transit,3.60010530,0.036,,
Kepler-444 c,Transit,4.54588410,0.044,,
Kepler-444 d,Transit,6.18939200,0.047,,
Kepler-444 e,Transit,7.74349300,0.049,,
Kepler-444 f,Transit,9.74048600,0.066,,
Kepler-445 b,Transit,2.98415100,0.140,,
Kepler-445 c,Transit,4.87122900,0.220,,
Kepler-445 d,Transit,8.15275000,0.110,,
WTS-2 b,Transit,1.01870680,1.363,1.12000,0.54000
WISEP J121756.91+162640.2 A b,Imaging,,0.934,22.00000,
XO-1 b,Transit,3.94153000,1.140,0.83000,
XO-2 N b,Transit,2.61586178,0.993,0.56600,0.71500
XO-2 S b,Radial Velocity,18.15700000,,0.26000,
XO-2 S c,Radial Velocity,120.80000000,,1.37000,
XO-3 b,Transit,3.19154000,1.410,7.29000,
XO-4 b,Transit,4.12508000,1.250,1.42000,
XO-5 b,Transit,4.18775580,1.140,1.19000,1.06000
HATS-9 b,Transit,1.91529100,1.236,,
HATS-10 b,Transit,3.31284600,0.969,0.52600,0.70000
Kepler-449 b,Transit,12.58242000,0.183,,
Kepler-449 c,Transit,33.67270000,0.247,,
Kepler-450 b,Transit,28.45485100,0.548,,
Kepler-450 c,Transit,15.41313500,0.234,,
Kepler-450 d,Transit,7.51464000,0.075,,
Kepler-92 d,Transit,49.35680000,0.184,,
HAT-P-55 b,Transit,3.58524670,1.182,0.58200,0.43500
Kepler-452 b,Transit,384.84300000,0.145,,
Kepler-284 c,Transit,37.51445600,0.233,,
Kepler-285 b,Transit,2.63386700,0.120,,
Kepler-285 c,Transit,6.18667600,0.100,,
Kepler-286 b,Transit,1.79630200,0.111,,
Kepler-286 c,Transit,3.46809500,0.122,,
Kepler-286 d,Transit,5.91432300,0.119,,
Kepler-286 e,Transit,29.22128900,0.158,,
Kepler-287 b,Transit,20.34219900,0.208,,
Kepler-287 c,Transit,44.85189600,0.291,,
Kepler-288 b,Transit,6.09732600,0.149,,
Kepler-288 c,Transit,19.30577200,0.254,,
Kepler-288 d,Transit,56.63374200,0.238,,
Kepler-289 b,Transit,34.54500000,0.192,0.02300,4.10000
Kepler-289 c,Transit,125.85180000,1.034,0.42000,0.47000
Kepler-289 d,Transit,66.06340000,0.239,0.01300,1.20000
Kepler-290 b,Transit,14.58934700,0.201,,
Kepler-290 c,Transit,36.77031000,0.241,,
Kepler-291 b,Transit,3.54651100,0.193,,
Kepler-353 c,Transit,8.41089400,0.123,,
Kepler-354 b,Transit,5.47666000,0.164,,
Kepler-354 c,Transit,16.93440200,0.117,,
Kepler-354 d,Transit,24.20984200,0.111,,
Kepler-355 b,Transit,11.03189000,0.130,,
Kepler-355 c,Transit,25.76229400,0.242,,
Kepler-356 b,Transit,4.61269600,0.140,,
Kepler-356 c,Transit,13.12163200,0.161,,
Kepler-357 b,Transit,6.47543400,0.164,,
Kepler-357 c,Transit,16.85837000,0.238,,
Kepler-357 d,Transit,49.49987500,0.306,,
Kepler-358 b,Transit,34.06046700,0.243,,
Kepler-358 c,Transit,83.48836900,0.254,,
Kepler-359 b,Transit,25.56322200,0.315,,
Kepler-359 c,Transit,57.68802000,0.384,,
Kepler-359 d,Transit,77.09569100,0.358,,
Kepler-360 b,Transit,3.28967200,0.147,,
Kepler-446 b,Transit,1.56540900,0.130,,
Kepler-446 c,Transit,3.03617900,0.100,,
Kepler-446 d,Transit,5.14892100,0.120,,
Kepler-447 b,Transit,7.79430132,1.650,1.37000,0.40000
KOI-12 b,Transit,17.85518200,1.230,1.10000,
Lupus-TR-3 b,Transit,3.91405000,0.890,0.81000,1.40000
MOA-2007-BLG-192L b,Microlensing,,,0.01000,
MOA-2007-BLG-400L b,Microlensing,,,0.83000,
MOA-2008-BLG-310L b,Microlensing,,,0.07362,
MOA-2008-BLG-379L b,Microlensing,,,4.10000,
MOA-2009-BLG-266L b,Microlensing,2774.00000000,,0.03300,
MOA-2009-BLG-319L b,Microlensing,,,0.16000,
MOA-2009-BLG-387L b,Microlensing,1982.00000000,,2.60000,
MOA-2010-BLG-477L b,Microlensing,,,1.50000,
MOA-2010-BLG-073L b,Microlensing,,,11.00000,
MOA-2011-BLG-293L b,Microlensing,,,4.80000,
MOA-2011-BLG-322L b,Microlensing,,,11.60000,
HAT-P-56 b,Transit,2.79083000,1.510,2.31000,
Kepler-1428 b,Transit,10.67607169,0.146,,
Kepler-1429 b,Transit,4.48487493,0.115,,
Kepler-1430 b,Transit,2.46050993,0.105,,
Kepler-1431 b,Transit,5.86601526,0.131,,
Kepler-1432 b,Transit,23.91090110,0.198,,
Kepler-1433 b,Transit,4.13592271,0.139,,
Kepler-1434 b,Transit,8.05333618,0.099,,
Kepler-1435 b,Transit,4.45343281,0.077,,
Kepler-1436 b,Transit,9.70571600,0.117,,
Kepler-1437 b,Transit,10.92954610,0.122,,
Kepler-1438 b,Transit,2.31942009,0.084,,
Kepler-1439 b,Transit,8.07392849,0.130,,
Kepler-1440 b,Transit,39.85948400,0.112,,
Kepler-1441 b,Transit,39.44198390,0.117,,
Kepler-1442 b,Transit,81.41629410,0.351,,
Kepler-1443 b,Transit,2.41811321,0.087,,
Kepler-1444 b,Transit,33.42035034,0.194,,
Kepler-1445 b,Transit,10.60052251,0.086,,
Kepler-291 c,Transit,5.70078600,0.168,,
Kepler-292 b,Transit,2.58082700,0.118,,
Kepler-292 c,Transit,3.71533500,0.131,,
Kepler-292 d,Transit,7.05567900,0.199,,
Kepler-292 e,Transit,11.97901000,0.238,,
Kepler-292 f,Transit,20.83423700,0.210,,
Kepler-293 b,Transit,19.25419600,0.274,,
Kepler-293 c,Transit,54.15574300,0.342,,
Kepler-294 b,Transit,3.70121200,0.158,,
Kepler-294 c,Transit,6.62640000,0.242,,
Kepler-295 b,Transit,12.64516400,0.109,,
Kepler-295 c,Transit,21.52625800,0.104,,
Kepler-295 d,Transit,33.88405400,0.121,,
Kepler-296 b,Transit,10.86438400,0.144,,
Kepler-296 c,Transit,5.84163660,0.178,,
Kepler-296 d,Transit,19.85029100,0.186,,
Kepler-296 e,Transit,34.14211000,0.136,,
Kepler-296 f,Transit,63.33627000,0.161,,
Kepler-360 c,Transit,7.18643400,0.187,,
Kepler-361 b,Transit,8.48661600,0.129,,
Kepler-361 c,Transit,55.18802300,0.225,,
Kepler-362 b,Transit,10.32718600,0.079,,
Kepler-362 c,Transit,37.86628100,0.129,,
Kepler-363 b,Transit,3.61456800,0.103,,
Kepler-363 c,Transit,7.54242700,0.151,,
Kepler-363 d,Transit,11.93212500,0.183,,
Kepler-364 b,Transit,25.74571800,0.138,,
Kepler-364 c,Transit,59.98062700,0.192,,
Kepler-365 b,Transit,10.66490300,0.182,,
Kepler-365 c,Transit,17.78412900,0.146,,
Kepler-366 b,Transit,3.28195900,0.130,,
Kepler-366 c,Transit,12.51616000,0.160,,
Kepler-367 b,Transit,37.81572400,0.116,,
Kepler-367 c,Transit,53.57863700,0.107,,
Kepler-368 b,Transit,26.84768000,0.291,,
MOA-bin-1L b,Microlensing,,,3.70000,
NGC 2682 YBP 1194 b,Radial Velocity,6.95900000,,0.32000,
NGC 2682 YBP 1514 b,Radial Velocity,5.11800000,,0.40000,
NGC 2682 Sand 364 b,Radial Velocity,121.71000000,,6.69000,
OGLE-2003-BLG-235L b,Microlensing,,,2.60000,
OGLE-2005-BLG-071L b,Microlensing,,,3.80000,
OGLE-2005-BLG-169L b,Microlensing,,,0.04436,
OGLE-2005-BLG-390L b,Microlensing,3285.00000000,,0.01700,
OGLE-2006-BLG-109L b,Microlensing,1788.50000000,,0.73000,
OGLE-2006-BLG-109L c,Microlensing,4927.50000000,,0.27000,
OGLE-2007-BLG-368L b,Microlensing,,,0.06000,
OGLE-2008-BLG-092L b,Microlensing,,,0.18000,
OGLE-2008-BLG-355L b,Microlensing,,,4.60000,
OGLE-2011-BLG-0251L b,Microlensing,,,0.53000,
OGLE-2011-BLG-0265L b,Microlensing,,,0.88000,
OGLE-2012-BLG-0026L b,Microlensing,,,0.14500,
OGLE-2012-BLG-0026L c,Microlensing,,,0.86000,
Kepler-1446 b,Transit,0.68996783,0.073,,
Kepler-1447 b,Transit,56.67472850,0.259,,
Kepler-1448 b,Transit,12.27065865,0.144,,
Kepler-1449 b,Transit,13.22745280,0.150,,
Kepler-1450 b,Transit,54.50941660,0.153,,
Kepler-1451 b,Transit,35.62223300,0.299,,
Kepler-1452 b,Transit,42.91375100,0.241,,
Kepler-1453 b,Transit,47.16116960,0.238,,
Kepler-1454 b,Transit,47.03194790,0.168,,
Kepler-1455 b,Transit,49.27676400,0.193,,
Kepler-1456 b,Transit,18.13738290,0.102,,
Kepler-1457 b,Transit,51.11102430,0.178,,
Kepler-1458 b,Transit,47.98727640,0.246,,
Kepler-1459 b,Transit,62.86916110,0.121,,
Kepler-1460 b,Transit,29.96332470,0.175,,
Kepler-1461 b,Transit,29.34947750,0.181,,
Kepler-1462 b,Transit,65.64883410,0.341,,
Kepler-1463 b,Transit,25.15864000,0.166,,
Kepler-1464 b,Transit,31.77859010,0.148,,
K2-280 b,Transit,19.89520200,0.684,,
K2-281 b,Transit,8.68772100,0.730,,
K2-282 b,Transit,4.16983600,0.252,,
K2-283 b,Transit,1.92103600,0.314,,
GJ 96 b,Radial Velocity,73.94000000,,0.06186,
K2-284 b,Transit,4.79506900,0.248,,
MOA-2010-BLG-117L b,Microlensing,,,0.54000,
K2-232 b,Transit,11.16845400,1.000,0.39800,
K2-231 b,Transit,13.84190100,0.223,,
Kepler-1655 b,Transit,11.87287870,0.197,0.01573,2.50000
HD 158996 b,Radial Velocity,820.20000000,,14.00000,
OGLE-2017-BLG-0482L b,Microlensing,,,0.02832,
HATS-39 b,Transit,4.57763480,1.570,0.63000,0.20200
HATS-40 b,Transit,3.26427360,1.580,1.59000,0.49000
HATS-41 b,Transit,4.19364900,1.330,9.70000,5.10000
HATS-42 b,Transit,2.29210200,1.400,1.88000,0.83000
OGLE-2017-BLG-1522L b,Microlensing,,,0.75000,
GJ 1132 c,Radial Velocity,8.92900000,,0.00831,
HAT-P-11 c,Radial Velocity,3407.00000000,,1.59519,
CoRoT-20 c,Radial Velocity,1675.00000000,,17.00000,
HD 33142 c,Radial Velocity,834.00000000,,5.97000,
HD 95089 c,Radial Velocity,1785.00000000,,3.45000,
HD 99706 c,Radial Velocity,1278.00000000,,5.69000,
HD 102329 c,Radial Velocity,1123.00000000,,1.52000,
HD 116029 c,Radial Velocity,907.00000000,,1.27000,
HD 156279 c,Radial Velocity,4191.00000000,,8.60000,
HD 114783 c,Radial Velocity,4319.00000000,,0.61100,
CI Tau b,Radial Velocity,8.98910000,,11.60000,
HR 5183 b,Radial Velocity,27000.00000000,,3.23000,
USco1621 b,Imaging,,,16.00000,
USco1556 b,Imaging,,,15.00000,
DMPP-1 b,Radial Velocity,18.57000000,,0.07636,
DMPP-1 c,Radial Velocity,6.58400000,,0.03020,
DMPP-1 d,Radial Velocity,2.88200000,,0.01054,
DMPP-1 e,Radial Velocity,5.51600000,,0.01299,
DMPP-2 b,Radial Velocity,5.20720000,,0.43700,
HD 80653 b,Transit,0.71957300,0.144,0.01762,7.40000
TOI-813 b,Transit,83.89110000,0.599,,
EPIC 249893012 b,Transit,3.59510000,0.174,0.02753,6.39000
GJ 180 c,Radial Velocity,24.32900000,,0.02014,
GJ 229 b,Radial Velocity,526.11500000,,0.02667,
GJ 422 b,Radial Velocity,20.12900000,,0.03483,
GJ 433 c,Radial Velocity,5094.10500000,,0.10201,
GJ 682 b,Radial Velocity,17.47800000,,0.01384,
GJ 682 c,Radial Velocity,57.32000000,,0.02737,
GJ 338 B b,Radial Velocity,24.45000000,,0.03231,
TOI-1728 b,Transit,3.49151000,0.451,0.08426,1.14000
Wendelstein-1 b,Transit,2.66341600,1.031,0.59200,0.72000
Wendelstein-2 b,Transit,1.75222390,1.159,0.73100,0.62000
HD 86226 c,Transit,3.98442000,0.193,0.02281,3.97000
Qatar-8 b,Transit,3.71495000,1.285,0.37100,0.21600
Qatar-9 b,Transit,1.54073100,1.009,1.19000,1.43000
Qatar-10 b,Transit,1.64532100,1.543,0.73600,0.24800
WASP-150 b,Transit,5.64420700,1.070,8.46000,8.54000
WASP-176 b,Transit,3.89905200,1.505,0.85500,0.31000
HD 332231 b,Transit,18.71204000,0.867,0.24400,0.46400
OGLE-2018-BLG-0677L b,Microlensing,,,0.01246,
OGLE-2015-BLG-1771L b,Microlensing,,,0.43300,
Kepler-1702 b,Transit,18.50120000,0.143,,
GJ 2056 b,Radial Velocity,69.97100000,,0.05097,
GJ 480 b,Radial Velocity,9.56700000,,0.04153,
GJ 687 c,Radial Velocity,727.56200000,,0.05034,
GJ 9066 b,Radial Velocity,241.88300000,,0.09722,
GJ 9066 c,Radial Velocity,767.88700000,,0.22528,
HIP 107772 b,Radial Velocity,55.19900000,,0.04059,
HIP 38594 b,Radial Velocity,60.72200000,,0.02549,
HIP 38594 c,Radial Velocity,3477.76800000,,0.15228,
HIP 4845 b,Radial Velocity,34.15000000,,0.04531,
HIP 48714 b,Radial Velocity,17.81800000,,0.07205,
KMT-2019-BLG-1953L b,Microlensing,,,0.64000,
K2-316 b,Transit,1.13300000,0.119,,
K2-316 c,Transit,5.26000000,0.163,,
K2-317 b,Transit,6.22000000,0.261,,
K2-318 b,Transit,7.01000000,0.148,,
K2-319 b,Transit,26.68000000,0.249,,
K2-320 b,Transit,1.99500000,0.234,,
K2-321 b,Transit,2.29800000,0.174,,
K2-322 b,Transit,8.20500000,0.171,,
K2-323 b,Transit,24.93000000,0.187,,
K2-324 b,Transit,3.26200000,0.217,,
K2-325 b,Transit,6.93000000,0.196,,
K2-326 b,Transit,1.25600000,0.203,,
K2-124 b,Transit,6.41365100,0.259,,
K2-126 b,Transit,7.38565500,0.176,,
K2-127 b,Transit,3.58816300,0.747,,
K2-132 b,Transit,9.17510000,1.300,0.49000,
K2-133 b,Transit,3.07133000,0.120,,
K2-133 c,Transit,4.86784000,0.143,,
K2-133 d,Transit,11.02454000,0.179,,
WASP-151 b,Transit,4.53347100,1.130,0.31000,0.29000
WASP-153 b,Transit,3.33260900,1.550,0.39000,0.15000
WASP-156 b,Transit,3.83616900,0.510,0.12800,1.30000
HD 40956 b,Radial Velocity,578.60000000,,2.70000,
HD 111591 b,Radial Velocity,1056.40000000,,4.40000,
HD 113996 b,Radial Velocity,610.20000000,,6.30000,
OGLE-2016-BLG-1190L b,Microlensing,1224.00000000,,13.38000,
K2-181 b,Transit,6.89425600,0.253,,
K2-182 b,Transit,4.73683700,0.246,,
K2-183 b,Transit,0.46926900,0.232,,
K2-183 c,Transit,10.79263500,0.256,,
K2-183 d,Transit,22.63196400,0.255,,
K2-184 b,Transit,16.99573100,0.138,,
NGTS-2 b,Transit,4.51116400,1.595,0.74000,0.22600
EPIC 246851721 b,Transit,6.18023500,1.051,3.00000,3.10000
K2-266 b,Transit,0.65852400,0.294,0.03545,1.77000
K2-266 c,Transit,7.81400000,0.063,0.00091,4.51000
K2-266 d,Transit,14.69700000,0.261,0.02800,2.03000
K2-266 e,Transit,19.48200000,0.244,0.04499,2.21000
WASP-147 b,Transit,4.60273000,1.115,0.27500,0.26300
WASP-160 B b,Transit,3.76849520,1.090,0.27800,0.28400
WASP-164 b,Transit,1.77712550,1.128,2.13000,1.96000
WASP-165 b,Transit,3.46550900,1.260,0.65800,0.44000
OGLE-2013-BLG-1761L b,Microlensing,,,2.70000,
K2-219 c,Transit,6.66767000,0.128,,
K2-219 d,Transit,11.13727800,0.230,,
K2-220 b,Transit,13.68325600,0.213,,
K2-221 b,Transit,2.39909400,0.150,,
K2-222 b,Transit,15.38706300,0.213,,
K2-223 b,Transit,0.50565000,0.079,,
K2-223 c,Transit,4.56327000,0.140,,
K2-224 b,Transit,4.47904000,0.139,,
EPIC 249893012 c,Transit,15.62400000,0.327,0.04616,1.62000
EPIC 249893012 d,Transit,35.74700000,0.352,0.03203,0.91000
TYC 8998-760-1 c,Imaging,,1.100,6.00000,
GJ 685 b,Radial Velocity,24.16000000,,0.02832,
NGTS-4 b,Transit,1.33735080,0.284,0.06481,3.45000
HD 180617 b,Radial Velocity,105.90000000,,0.03839,
LSPM J2116+0234 b,Radial Velocity,14.43990000,,0.04185,
NSVS 14256825 b,Eclipse Timing Variations,3225.00000000,,14.15000,
HD 213885 b,Transit,1.00803500,0.156,0.02778,9.15000
HD 213885 c,Radial Velocity,4.78503000,,0.06277,
WASP-18 c,Transit Timing Variations,2.15580000,,0.17368,
WASP-126 c,Transit Timing Variations,7.63000000,,0.20199,
K2-63 c,Transit,25.45560000,0.348,,
TOI-172 b,Transit,9.47725000,0.965,5.42000,7.53000
KOI-1599.02,Transit,13.60880000,0.170,0.02832,
KOI-1599.01,Transit,20.44150000,0.170,0.01447,
bet Pic c,Radial Velocity,1200.00000000,,9.00000,
NGTS-8 b,Transit,2.49970000,1.090,0.93000,0.89000
NGTS-9 b,Transit,4.43527000,1.070,2.90000,2.93000
OGLE-2012-BLG-0838L b,Microlensing,,,0.16700,
AU Mic b,Transit,8.46321000,0.375,0.18000,4.40000
WASP-148 b,Transit,8.80381000,0.722,0.29100,0.96000
WASP-148 c,Radial Velocity,34.51600000,,0.40000,
BD-11 4672 c,Radial Velocity,74.20000000,,0.04836,
L 98-59 b,Transit,2.25310000,0.071,0.00318,12.70000
L 98-59 c,Transit,3.69040000,0.120,0.00761,5.40000
L 98-59 d,Transit,7.45120000,0.140,0.00727,3.30000
GJ 15 A b,Radial Velocity,11.44070000,,0.00953,
GJ 15 A c,Radial Velocity,7600.00000000,,0.11327,
Kepler-1661 b,Transit,175.06000000,0.345,0.05349,1.60000
TOI-132 b,Transit,2.10970190,0.305,0.07048,3.08000
WASP-177 b,Transit,3.07172200,1.580,0.50800,0.17200
WASP-181 b,Transit,4.51950640,1.184,0.29900,0.23700
WASP-183 b,Transit,4.11177710,1.470,0.50200,0.21000
PDS 70 c,Imaging,,2.040,2.00000,
K2-308 b,Transit,3.38628000,0.884,,
HD 2685 b,Transit,4.12688000,1.440,1.17000,
Gl 49 b,Radial Velocity,13.85080000,,0.01771,
K2-185 b,Transit,10.61664600,0.117,,
K2-186 b,Transit,41.47421900,0.283,,
K2-187 b,Transit,0.77392000,0.116,,
K2-187 c,Transit,2.87204200,0.161,,
K2-187 d,Transit,7.14921000,0.283,,
K2-187 e,Transit,13.60987800,0.212,,
K2-188 c,Transit,7.81025300,0.252,,
K2-188 b,Transit,1.74216900,0.120,,
K2-189 c,Transit,6.67919500,0.223,,
K2-189 b,Transit,2.58830900,0.136,,
K2-190 b,Transit,10.09885800,0.121,,
K2-190 c,Transit,21.57402300,0.098,,
K2-191 b,Transit,2.85864600,0.141,,
K2-192 b,Transit,4.16281700,0.136,,
K2-193 b,Transit,14.78688900,0.352,,
K2-194 b,Transit,39.72138600,0.325,,
K2-195 b,Transit,15.85297500,0.279,,
K2-195 c,Transit,28.48278600,0.230,,
K2-196 b,Transit,48.32422200,0.321,,
K2-197 b,Transit,8.35788100,0.228,,
K2-225 b,Transit,15.87209000,0.311,,
K2-226 b,Transit,3.27108000,0.137,,
K2-227 b,Transit,13.62183200,0.149,,
K2-228 b,Transit,2.69828000,0.108,,
K2-229 b,Transit,0.58426000,0.102,,
K2-229 c,Transit,8.32727000,0.181,,
K2-230 b,Transit,2.86041000,0.175,,
HD 215152 b,Radial Velocity,5.75999000,,0.00572,
HD 215152 c,Radial Velocity,7.28243000,,0.00541,
HD 215152 d,Radial Velocity,10.86499000,,0.00881,
HD 215152 e,Radial Velocity,25.19670000,,0.00905,
OGLE-2017-BLG-0173L b,Microlensing,,,0.01029,
K2-239 b,Transit,5.24000000,0.098,,
K2-239 c,Transit,7.77500000,0.089,,
K2-239 d,Transit,10.11500000,0.098,,
K2-240 b,Transit,6.03400000,0.178,,
K2-240 c,Transit,20.52300000,0.161,,
OGLE-2014-BLG-1722L b,Microlensing,,,0.17399,
OGLE-2014-BLG-1722L c,Microlensing,,,0.26335,
HD 220197 b,Radial Velocity,1728.00000000,,0.20000,
HD 233832 b,Radial Velocity,2058.00000000,,1.78000,
PSR B0329+54 b,Pulsar Timing,10140.00000000,,0.00620,
MOA-2011-BLG-291L b,Microlensing,,,0.05663,
PDS 70 b,Imaging,,2.720,3.00000,
Kepler-160 d,Transit Timing Variations,30.00000000,,0.31463,
NGTS-11 b,Transit,35.45533000,0.817,0.34400,0.78000
GJ 887 b,Radial Velocity,9.26200000,,0.01321,
GJ 887 c,Radial Velocity,21.78900000,,0.02391,
TOI-849 b,Transit,0.76552414,0.307,0.12299,5.20000
HATS-60 b,Transit,3.56082900,1.153,0.66200,0.53700
HATS-61 b,Transit,7.81795300,1.195,3.40000,2.47000
